G80SH ETW 0924-1128-1   g80sh-dxg-0924-1128-1.etl
범위: 11:24:49.051 ~ 11:28:08.381

== provider/id 분포 ==
DxgKrnl 10011                                        2193
      -413ms  DxgKrnl                10011  
      -412ms  DxgKrnl                10011  
      -411ms  DxgKrnl                10011  
      -411ms  DxgKrnl                10011  
      -411ms  DxgKrnl                10011  
      -409ms  DxgKrnl                10011  
      -409ms  DxgKrnl                10011  
      -407ms  DxgKrnl                10011  
      -406ms  DxgKrnl                10011  
      -406ms  DxgKrnl                10011  
      -405ms  DxgKrnl                10011  
      -405ms  DxgKrnl                10011  
      -405ms  DxgKrnl                10011  
      -405ms  DxgKrnl                10011  
      -404ms  DxgKrnl                10011  
      -404ms  DxgKrnl                10011  
      -403ms  DxgKrnl                10011  
      -399ms  DxgKrnl                10011  
      -399ms  DxgKrnl                10011  
      -399ms  DxgKrnl                10011  
      -399ms  DxgKrnl                10011  
      -399ms  DxgKrnl                10011  
      -399ms  DxgKrnl                10011  
      -398ms  DxgKrnl                10011  
      -398ms  DxgKrnl                10011  
      -397ms  DxgKrnl                10011  
      -397ms  DxgKrnl                10011  
      -397ms  DxgKrnl                10011  
      -396ms  DxgKrnl                10011  
      -396ms  DxgKrnl                10011  
      -391ms  DxgKrnl                10011  
      -391ms  DxgKrnl                10011  
      -391ms  DxgKrnl                10011  
      -391ms  DxgKrnl                10011  
      -391ms  DxgKrnl                10011  
      -391ms  DxgKrnl                10011  
      -391ms  DxgKrnl                10011  
      -390ms  DxgKrnl                10011  
      -390ms  DxgKrnl                10011  
      -390ms  DxgKrnl                10011  
      -390ms  DxgKrnl                10011  
      -390ms  DxgKrnl                10011  
      -390ms  DxgKrnl                10011  
      -389ms  DxgKrnl                10011  
      -389ms  DxgKrnl                10011  
      -389ms  DxgKrnl                10011  
      -389ms  DxgKrnl                10011  
      -389ms  DxgKrnl                10011  
      -389ms  DxgKrnl                10011  
      -389ms  DxgKrnl                10011  
      -384ms  DxgKrnl                10011  
      -384ms  DxgKrnl                10011  
      -384ms  DxgKrnl                10011  
      -384ms  DxgKrnl                10011  
      -384ms  DxgKrnl                10011  
      -384ms  DxgKrnl                10011  
      -383ms  DxgKrnl                10011  
      -383ms  DxgKrnl                10011  
      -383ms  DxgKrnl                10011  
      -383ms  DxgKrnl                10011  
      -383ms  DxgKrnl                10011  
      -383ms  DxgKrnl                10011  
      -383ms  DxgKrnl                10011  
      -381ms  DxgKrnl                10011  
      -381ms  DxgKrnl                10011  
      -376ms  DxgKrnl                10011  
      -376ms  DxgKrnl                10011  
      -374ms  DxgKrnl                10011  
      -374ms  DxgKrnl                10011  
      -367ms  DxgKrnl                10011  
      -365ms  DxgKrnl                10011  
      -365ms  DxgKrnl                10011  
      -365ms  DxgKrnl                10011  
      -365ms  DxgKrnl                10011  
      -365ms  DxgKrnl                10011  
      -365ms  DxgKrnl                10011  
      -365ms  DxgKrnl                10011  
      -365ms  DxgKrnl                10011  
      -360ms  DxgKrnl                10011  
      -360ms  DxgKrnl                10011  
      -353ms  DxgKrnl                10011  
      -353ms  DxgKrnl                10011  
      -353ms  DxgKrnl                10011  
      -353ms  DxgKrnl                10011  
      -352ms  DxgKrnl                10011  
      -352ms  DxgKrnl                10011  
      -352ms  DxgKrnl                10011  
      -352ms  DxgKrnl                10011  
      -352ms  DxgKrnl                10011  
      -352ms  DxgKrnl                10011  
      -352ms  DxgKrnl                10011  
      -352ms  DxgKrnl                10011  
      -347ms  DxgKrnl                10011  
      -347ms  DxgKrnl                10011  
      -341ms  DxgKrnl                10011  
      -341ms  DxgKrnl                10011  
      -341ms  DxgKrnl                10011  
      -340ms  DxgKrnl                10011  
      -340ms  DxgKrnl                10011  
      -340ms  DxgKrnl                10011  
      -339ms  DxgKrnl                10011  
      -339ms  DxgKrnl                10011  
      -339ms  DxgKrnl                10011  
      -339ms  DxgKrnl                10011  
      -339ms  DxgKrnl                10011  
      -339ms  DxgKrnl                10011  
      -339ms  DxgKrnl                10011  
      -338ms  DxgKrnl                10011  
      -338ms  DxgKrnl                10011  
      -338ms  DxgKrnl                10011  
      -338ms  DxgKrnl                10011  
      -338ms  DxgKrnl                10011  
      -337ms  DxgKrnl                10011  
      -337ms  DxgKrnl                10011  
      -337ms  DxgKrnl                10011  
      -337ms  DxgKrnl                10011  
      -337ms  DxgKrnl                10011  
      -333ms  DxgKrnl                10011  
      -332ms  DxgKrnl                10011  
      -332ms  DxgKrnl                10011  
      -332ms  DxgKrnl                10011  
      -332ms  DxgKrnl                10011  
      -332ms  DxgKrnl                10011  
      -331ms  DxgKrnl                10011  
      -329ms  DxgKrnl                10011  
      -329ms  DxgKrnl                10011  
      -326ms  DxgKrnl                10011  
      -326ms  DxgKrnl                10011  
      -323ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -322ms  DxgKrnl                10011  
      -319ms  DxgKrnl                10011  
      -317ms  DxgKrnl                10011  
      -316ms  DxgKrnl                10011  
      -316ms  DxgKrnl                10011  
      -308ms  DxgKrnl                10011  
      -308ms  DxgKrnl                10011  
      -302ms  DxgKrnl                10011  
      -302ms  DxgKrnl                10011  
      -302ms  DxgKrnl                10011  
      -301ms  DxgKrnl                10011  
      -301ms  DxgKrnl                10011  
      -301ms  DxgKrnl                10011  
      -301ms  DxgKrnl                10011  
      -301ms  DxgKrnl                10011  
      -300ms  DxgKrnl                10011  
      -300ms  DxgKrnl                10011  
      -299ms  DxgKrnl                10011  
      -299ms  DxgKrnl                10011  
      -287ms  DxgKrnl                10011  
      -287ms  DxgKrnl                10011  
      -287ms  DxgKrnl                10011  
      -287ms  DxgKrnl                10011  
      -287ms  DxgKrnl                10011  
      -287ms  DxgKrnl                10011  
      -285ms  DxgKrnl                10011  
      -285ms  DxgKrnl                10011  
      -271ms  Kernel-PnP               220  Begin querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009
      -169ms  DxgKrnl                10011  
      -168ms  DxgKrnl                10011  
      -168ms  DxgKrnl                10011  
      -168ms  DxgKrnl                10011  
      -168ms  DxgKrnl                10011  
      -168ms  DxgKrnl                10011  
      -168ms  DxgKrnl                10011  
      -168ms  DxgKrnl                10011  
      -168ms  DxgKrnl                10011  
      -165ms  Kernel-PnP               222  End querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009
      -165ms  DxgKrnl                10011  
      -165ms  Kernel-PnP              1010  버스에 누락 된 것으로 보고 된 장치 DISPLAY\SAM79DF\7&16b8ddb4&0&UID256이 (가) 제거 되었습니다. 제거 된 장치 수 개수: 1
      -164ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0
      -164ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0
      -164ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0
      -164ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0
      -164ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0
      -164ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0
      -164ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0
      -164ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0
      -164ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0
      -164ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0
      -164ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0
      -164ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0
      -164ms  Kernel-PnP               220  Begin querying bus relations for device DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260
      -164ms  Kernel-PnP               222  End querying bus relations for device DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260
      -164ms  Kernel-PnP               220  Begin querying bus relations for device DISPLAY\BBC0104\7&16b8ddb4&0&UID265
      -164ms  Kernel-PnP               222  End querying bus relations for device DISPLAY\BBC0104\7&16b8ddb4&0&UID265
      -135ms  DxgKrnl                10011  
      -132ms  DxgKrnl                10011  
      -132ms  DxgKrnl                10011  
      -123ms  DxgKrnl                10011  
      -123ms  DxgKrnl                10011  
      -123ms  DxgKrnl                10011  
      -123ms  DxgKrnl                10011  
      -123ms  DxgKrnl                10011  
      -123ms  DxgKrnl                10011  
      -123ms  DxgKrnl                10011  
      -122ms  DxgKrnl                10011  
      -122ms  DxgKrnl                10011  
      -121ms  DxgKrnl                10011  
      -121ms  DxgKrnl                10011  
      -121ms  DxgKrnl                10011  
      -121ms  DxgKrnl                10011  
      -121ms  DxgKrnl                10011  
      -121ms  DxgKrnl                10011  
      -120ms  DxgKrnl                10011  
      -120ms  DxgKrnl                10011  
      -120ms  DxgKrnl                10011  
      -120ms  DxgKrnl                10011  
      -119ms  DxgKrnl                10011  
      -119ms  DxgKrnl                10011  
      -118ms  DxgKrnl                10011  
      -118ms  DxgKrnl                10011  
      -118ms  DxgKrnl                10011  
      -118ms  DxgKrnl                10011  
      -118ms  DxgKrnl                10011  
      -118ms  DxgKrnl                10011  
      -118ms  DxgKrnl                10011  
      -117ms  DxgKrnl                10011  
      -116ms  DxgKrnl                10011  
      -116ms  DxgKrnl                10011  
      -116ms  DxgKrnl                10011  
      -116ms  DxgKrnl                10011  
      -116ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -115ms  DxgKrnl                10011  
      -114ms  DxgKrnl                10011  
      -114ms  DxgKrnl                10011  
      -114ms  DxgKrnl                10011  
      -114ms  DxgKrnl                10011  
      -114ms  DxgKrnl                10011  
      -111ms  DxgKrnl                10011  
      -111ms  DxgKrnl                10011  
      -110ms  DxgKrnl                10011  
      -109ms  DxgKrnl                10011  
      -109ms  DxgKrnl                10011  
      -109ms  DxgKrnl                10011  
      -109ms  DxgKrnl                10011  
      -109ms  DxgKrnl                10011  
      -107ms  DxgKrnl                10011  
      -107ms  DxgKrnl                10011  
      -106ms  DxgKrnl                10011  
      -106ms  DxgKrnl                10011  
      -106ms  DxgKrnl                10011  
      -105ms  DxgKrnl                10011  
      -105ms  DxgKrnl                10011  
      -105ms  DxgKrnl                10011  
      -105ms  DxgKrnl                10011  
      -105ms  DxgKrnl                10011  
      -103ms  DxgKrnl                10011  
      -103ms  DxgKrnl                10011  
      -103ms  DxgKrnl                10011  
      -102ms  DxgKrnl                10011  
      -102ms  DxgKrnl                10011  
      -102ms  DxgKrnl                10011  
      -101ms  DxgKrnl                10011  
      -101ms  DxgKrnl                10011  
      -101ms  DxgKrnl                10011  
      -101ms  DxgKrnl                10011  
      -101ms  DxgKrnl                10011  
      -100ms  DxgKrnl                10011  
      -100ms  DxgKrnl                10011  
      -100ms  DxgKrnl                10011  
       -97ms  DxgKrnl                10011  
       -97ms  DxgKrnl                10011  
       -97ms  DxgKrnl                10011  
       -96ms  DxgKrnl                10011  
       -96ms  DxgKrnl                10011  
       -96ms  DxgKrnl                10011  
       -96ms  DxgKrnl                10011  
       -96ms  DxgKrnl                10011  
       -95ms  DxgKrnl                10011  
       -94ms  DxgKrnl                10011  
       -94ms  DxgKrnl                10011  
       -93ms  DxgKrnl                10011  
       -93ms  DxgKrnl                10011  
       -93ms  DxgKrnl                10011  
       -93ms  DxgKrnl                10011  
       -93ms  DxgKrnl                10011  
       -93ms  DxgKrnl                10011  
       -93ms  DxgKrnl                10011  
       -93ms  DxgKrnl                10011  
       -92ms  DxgKrnl                10011  
       -92ms  DxgKrnl                10011  
       -92ms  DxgKrnl                10011  
       -91ms  DxgKrnl                10011  
       -91ms  DxgKrnl                10011  
       -91ms  DxgKrnl                10011  
       -91ms  DxgKrnl                10011  
       -88ms  Kernel-PnP               220  Begin querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009
         0ms  DxgKrnl                10011  
         0ms  Kernel-PnP               222  End querying bus relations for device PCI\VEN_1002&DEV_7550&SUBSYS_E4891DA2&REV_C0\6&8916a45&0&00000009
         0ms  DxgKrnl                10011  
         0ms  DxgKrnl                10011  
         0ms  DxgKrnl                10011  
         0ms  Kernel-PnP              1010  버스에 누락 된 것으로 보고 된 장치 DISPLAY\SAM7B0C\7&16b8ddb4&0&UID260이 (가) 제거 되었습니다. 제거 된 장치 수 개수: 1
         0ms  DxgKrnl                10011  
         0ms  DxgKrnl                10011  
         0ms  DxgKrnl                10011  
         0ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0
         0ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDCP&7&16b8ddb4&0
         0ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0
         0ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDFDANS&7&16b8ddb4&0
         0ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0
         0ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDOCL&7&16b8ddb4&0
         0ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0
         0ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDOGL&7&16b8ddb4&0
         0ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0
         0ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDVLK&7&16b8ddb4&0
        +1ms  Kernel-PnP               220  Begin querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0
        +1ms  Kernel-PnP               222  End querying bus relations for device SWD\DRIVERENUM\AMDWIN&7&16b8ddb4&0
        +1ms  Kernel-PnP               220  Begin querying bus relations for device DISPLAY\BBC0104\7&16b8ddb4&0&UID265
        +1ms  Kernel-PnP               222  End querying bus relations for device DISPLAY\BBC0104\7&16b8ddb4&0&UID265
        +2ms  DxgKrnl                10011  
        +2ms  DxgKrnl                10011  
       +25ms  DxgKrnl                10011  
       +26ms  DxgKrnl                10011  
       +26ms  DxgKrnl                10011  
       +26ms  DxgKrnl                10011  
       +27ms  DxgKrnl                10011  
       +27ms  DxgKrnl                10011  
       +27ms  DxgKrnl                10011  
       +28ms  DxgKrnl                10011  
       +28ms  DxgKrnl                10011  
       +28ms  DxgKrnl                10011  
       +28ms  DxgKrnl                10011  
       +28ms  DxgKrnl                10011  
       +31ms  DxgKrnl                10011  
       +31ms  DxgKrnl                10011  
       +31ms  DxgKrnl                10011  
       +32ms  DxgKrnl                10011  
       +32ms  DxgKrnl                10011  
       +32ms  DxgKrnl                10011  
       +33ms  DxgKrnl                10011  
       +33ms  DxgKrnl                10011  
       +33ms  DxgKrnl                10011  
       +33ms  DxgKrnl                10011  
       +33ms  DxgKrnl                10011  
       +33ms  DxgKrnl                10011  
       +33ms  DxgKrnl                10011  
       +33ms  DxgKrnl                10011  
       +36ms  DxgKrnl                10011  
       +36ms  DxgKrnl                10011  
       +36ms  DxgKrnl                10011  
       +37ms  DxgKrnl                10011  
       +37ms  DxgKrnl                10011  
       +37ms  DxgKrnl                10011  
       +37ms  DxgKrnl                10011  
       +37ms  DxgKrnl                10011  
       +38ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +40ms  DxgKrnl                10011  
       +41ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +42ms  DxgKrnl                10011  
       +44ms  DxgKrnl                10011  
       +45ms  DxgKrnl                10011  
       +45ms  DxgKrnl                10011  
       +46ms  DxgKrnl                10011  
       +46ms  DxgKrnl                10011  
       +47ms  DxgKrnl                10011  
       +47ms  DxgKrnl                10011  
       +47ms  DxgKrnl                10011  
       +47ms  DxgKrnl                10011  
       +47ms  DxgKrnl                10011  
       +48ms  DxgKrnl                10011  
       +48ms  DxgKrnl                10011  
       +50ms  DxgKrnl                10011  
       +50ms  DxgKrnl                10011  
       +50ms  DxgKrnl                10011  
       +50ms  DxgKrnl                10011  
       +51ms  DxgKrnl                10011  
       +51ms  DxgKrnl                10011  
       +52ms  DxgKrnl                10011  
       +52ms  DxgKrnl                10011  
       +52ms  DxgKrnl                10011  
       +54ms  DxgKrnl                10011  
       +54ms  DxgKrnl                10011  
       +54ms  DxgKrnl                10011  
       +54ms  DxgKrnl                10011  
       +55ms  DxgKrnl                10011  
       +57ms  DxgKrnl                10011  
       +57ms  DxgKrnl                10011  
       +57ms  DxgKrnl                10011  
       +57ms  DxgKrnl                10011  
       +58ms  DxgKrnl                10011  
       +59ms  DxgKrnl                10011  
       +59ms  DxgKrnl                10011  
       +59ms  DxgKrnl                10011  
       +59ms  DxgKrnl                10011  
       +59ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +60ms  DxgKrnl                10011  
       +63ms  DxgKrnl                10011  
       +63ms  DxgKrnl                10011  
       +63ms  DxgKrnl                10011  
       +63ms  DxgKrnl                10011  
       +63ms  DxgKrnl                10011  
       +64ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +65ms  DxgKrnl                10011  
       +68ms  DxgKrnl                10011  
       +68ms  DxgKrnl                10011  
       +68ms  DxgKrnl                10011  
       +69ms  DxgKrnl                10011  
       +70ms  DxgKrnl                10011  
       +70ms  DxgKrnl                10011  
       +70ms  DxgKrnl                10011  
       +70ms  DxgKrnl                10011  
       +70ms  DxgKrnl                10011  
       +70ms  DxgKrnl                10011  
       +71ms  DxgKrnl                10011  
       +71ms  DxgKrnl                10011  
       +71ms  DxgKrnl                10011  
       +71ms  DxgKrnl                10011  
       +73ms  DxgKrnl                10011  
       +73ms  DxgKrnl                10011  
       +73ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +74ms  DxgKrnl                10011  
       +76ms  DxgKrnl                10011  
       +77ms  DxgKrnl                10011  
       +77ms  DxgKrnl                10011  
       +77ms  DxgKrnl                10011  
       +77ms  DxgKrnl                10011  
       +78ms  DxgKrnl                10011  
       +78ms  DxgKrnl                10011  
       +78ms  DxgKrnl                10011  
       +78ms  DxgKrnl                10011  
       +78ms  DxgKrnl                10011  
       +78ms  DxgKrnl                10011  
       +78ms  DxgKrnl                10011  
       +81ms  DxgKrnl                10011  
       +81ms  DxgKrnl                10011  
       +81ms  DxgKrnl                10011  
       +82ms  DxgKrnl                10011  
       +82ms  DxgKrnl                10011  
       +82ms  DxgKrnl                10011  
       +82ms  DxgKrnl                10011  
       +82ms  DxgKrnl                10011  
       +82ms  DxgKrnl                10011  
       +82ms  DxgKrnl                10011  
       +85ms  DxgKrnl                10011  
       +85ms  DxgKrnl                10011  
       +85ms  DxgKrnl                10011  
       +85ms  DxgKrnl                10011  
       +86ms  DxgKrnl                10011  
       +86ms  DxgKrnl                10011  
       +86ms  DxgKrnl                10011  
       +87ms  DxgKrnl                10011  
       +87ms  DxgKrnl                10011  
       +87ms  DxgKrnl                10011  
       +87ms  DxgKrnl                10011  
       +87ms  DxgKrnl                10011  
       +89ms  DxgKrnl                10011  
       +89ms  DxgKrnl                10011  
       +89ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +90ms  DxgKrnl                10011  
       +92ms  DxgKrnl                10011  
       +92ms  DxgKrnl                10011  
       +93ms  DxgKrnl                10011  
       +93ms  DxgKrnl                10011  
       +93ms  DxgKrnl                10011  
       +93ms  DxgKrnl                10011  
       +94ms  DxgKrnl                10011  
       +94ms  DxgKrnl                10011  
       +94ms  DxgKrnl                10011  
       +94ms  DxgKrnl                10011  
       +96ms  DxgKrnl                10011  
       +96ms  DxgKrnl                10011  
       +96ms  DxgKrnl                10011  
       +96ms  DxgKrnl                10011  
       +96ms  DxgKrnl                10011  
       +96ms  DxgKrnl                10011  
       +96ms  DxgKrnl                10011  
       +97ms  DxgKrnl                10011  
       +97ms  DxgKrnl                10011  
       +97ms  DxgKrnl                10011  
       +97ms  DxgKrnl                10011  
       +97ms  DxgKrnl                10011  
       +97ms  DxgKrnl                10011  
       +97ms  DxgKrnl                10011  
       +98ms  DxgKrnl                10011  
       +98ms  DxgKrnl                10011  
      +100ms  DxgKrnl                10011  
      +100ms  DxgKrnl                10011  
      +100ms  DxgKrnl                10011  
      +100ms  DxgKrnl                10011  
      +100ms  DxgKrnl                10011  
      +101ms  DxgKrnl                10011  
      +101ms  DxgKrnl                10011  
      +101ms  DxgKrnl                10011  
      +101ms  DxgKrnl                10011  
      +101ms  DxgKrnl                10011  
      +101ms  DxgKrnl                10011  
      +101ms  DxgKrnl                10011  
      +102ms  DxgKrnl                10011  
      +104ms  DxgKrnl                10011  
      +104ms  DxgKrnl                10011  
      +104ms  DxgKrnl                10011  
      +104ms  DxgKrnl                10011  
      +104ms  DxgKrnl                10011  
      +104ms  DxgKrnl                10011  
      +104ms  DxgKrnl                10011  
      +104ms  DxgKrnl                10011  
      +105ms  DxgKrnl                10011  
      +105ms  DxgKrnl                10011  
      +105ms  DxgKrnl                10011  
      +105ms  DxgKrnl                10011  
      +105ms  DxgKrnl                10011  
      +105ms  DxgKrnl                10011  
      +105ms  DxgKrnl                10011  
      +107ms  DxgKrnl                10011  
      +107ms  DxgKrnl                10011  
      +107ms  DxgKrnl                10011  
      +107ms  DxgKrnl                10011  
      +108ms  DxgKrnl                10011  
      +108ms  DxgKrnl                10011  
      +108ms  DxgKrnl                10011  
      +108ms  DxgKrnl                10011  
      +109ms  DxgKrnl                10011  
      +109ms  DxgKrnl                10011  
      +109ms  DxgKrnl                10011  
      +109ms  DxgKrnl                10011  
      +111ms  DxgKrnl                10011  
      +111ms  DxgKrnl                10011  
      +111ms  DxgKrnl                10011  
      +112ms  DxgKrnl                10011  
      +112ms  DxgKrnl                10011  
      +112ms  DxgKrnl                10011  
      +112ms  DxgKrnl                10011  
